GivenName,MiddleInitial,Surname,City,State
Guylian,L,van de Weijer,Tintange,WHT
Lance,A,Laramée,Aye,WHT
Barry,I,Charpie,Weismes,WLG
Loren,R,Slagboom,Vorselaar,VAN
Kerman,E,de Brisay,Fallais,WLG
Ilja,L,Claessens,Ocquier,WLG
Wencke,T,Stil,Othée,WLG
Guy,H,Davignon,Genval,WBR
Vail,M,L'Hiver,Irchonwelz,WHT
Brunella,A,Barrière,Hofstade,VOV
Gano,L,Pitre,Latinne,WLG
Frédéric,E,Émond,Wespelaar,VBR
Andrew,E,Hemmen,Houdremont,WNA
Alvaro,M,Schiltmans,Heure-le-Romain,WLG
Serginio,C,Floor,Buissonville,WNA
Adriana,Y,Koelemij,St-Gillis-bij-Dendermonde,VOV
Étienne,L,Primeau,Hargimont,WHT
Philippe,S,Labonté,Landskouter,VOV
Sacripant,L,Coupart,Marcq,WHT
Roelina,B,Verkerk,Hornu,WHT
Féline,V,Korenhof,Chimay,WLX
Pia,W,Jeukens,Gestel,VAN
Feike,A,Goeman,Ramillies,WBR
Rowan,L,Strijbos,Clermont-sous-Huy,WLG
Margreet,A,ter Borg,Gochenée,WNA
Grégoire,A,Rousseau,Beselare,VWV
Kelly,H,Pijnappels,Vaux-sur-Sûre,WHT
Selwin,F,Maaskant,Denée,WNA
Brier,M,Mainville,Boussoit,WHT
Lucy,P,Rikkers,Upigny,WNA
Christian,K,Jalbert,Jemeppe-sur-Meuse,WLG
Peverell,M,Langlois,Pellenberg,VBR
Marlon,L,Paquin,Lesterny,WHT
Raymond,S,Vaillancour,Sars-la-Bruyère,WHT
Ishara,A,Niks,Linkhout,VLI
Cherelle,I,Zonnenberg,Erquelinnes,WLX
Liese,A,van der Kuil,Berlare,VOV
Alwin,H,Ikink,Anseremme,WNA
Tolunay,M,Veenhof,Berchem,VOV
Neo,S,Geesink,Leers-et-Fosteau,WLX
Scoville,D,Deschamps,Merchtem,VBR
Jorne,R,van Duin,Steenhuize-Wijnhuize,VOV
Fiacre,A,Clavet,Sint-Huibrechts-Hern,VLI
Alexis,O,Grenier,St-Gillis-bij-Dendermonde,VOV
Marko,Z,Rasing,Ere,WHT
Vince,C,Kregting,Bunsbeek,VBR
Marina,R,Hijink,Roux-Miroir,WBR
Armand,A,Monrency,Neerharen,VLI
Hamilton,P,Séguin,Groot-Bijgaarden,VBR
Mahmoud,B,Voorbraak,Linkhout,VLI
Vahid,P,Kinds,Saint-Vith,WLG
Ot,M,van den Burg,Aalst,VLI
Mandel,A,Pelletier,Zoutleeuw,VBR
Seine,C,van Baalen,Bailleul,WHT
Shairon,M,van der Wilt,Lasne-Chapelle-St-Lambert,WBR
Cloridan,H,Poirier,Sorinne-la-Longue,WNA
Lemar,M,Hoving,Felenne,WNA
Iven,R,Lacharité,Warzée,WLG
Bastien,A,Oostendorp,Zoutleeuw,VBR
Milano,R,Buijsman,Conneux,WNA
Aubrey,A,Busque,Sint-Martens-Voeren,VLI
Lyon,Z,Broekmans,Zande,VWV
Kent,H,Zwagerman,Steenkerque,WHT
Dillan,K,Fijneman,Bovesse,WNA
Kyllian,S,Ester,Kaster,VWV
Sercan,M,Dreijer,Landelies,WLX
Adrien,C,Lavoie,Kettenis,WLG
Nevin,R,de Rooij,Hoboken,VAN
Rochella,K,Leutscher,Arc-Wattripont,WHT
Nawal,D,Schokker,Velaines,WHT
Martine,A,Kruiswijk,Elsenborn,WLG
Klaas-Jan,N,van Boekel,Eke,VOV
Rüveyda,Z,Moonen,Harveng,WHT
Josip,E,Nijsink,Hannut,WLG
Rogier,R,Louis,Ulbeek,VLI
Martin,M,Panetier,Sorinne-la-Longue,WNA
Neville,P,Denis,Virton,WHT
Evrard,F,Bélair,Scheldewindeke,VOV
Martin,L,Couet,Attenhoven,VBR
Gilbert,P,Lemieux,Erneuville,WHT
Martin,R,Sarrazin,Nederboelare,VOV
Hamed,E,Bach,Bouwel,VAN
Normand,D,Faure,Neufvilles,WHT
Abdelhamid,L,Riphagen,Eeklo,VOV
Robert,M,Guernon,Reningelst,VWV
Francis,J,Posthouwer,Henis,VLI
Bibianne,A,van Noord,Bossuit,VWV
Mauro,J,Moolenaar,Bastogne,WHT
Seymour,A,Soucy,Buissenal,WHT
Wytze,N,Asbroek,Neuville-en-Condroz,WLG
Donat,D,Thibault,Brussel,WBR
Aymon,D,Marseau,Hofstade,VOV
Frontino,A,Monrency,Elverdinge,VWV
Brie,L,Blais,Lavacherie,WHT
Yoshua,J,Mels,Desselgem,VWV
Wolfgang,M,Vlassak,Ostiches,WHT
Rudie,A,van Straaten,Blankenberge,VWV
Roslyn,H,Panetier,St-Margriete,VBR
Benoît,A,Jacques,On,WHT
Ferragus,Y,Thériault,Cordes,WHT
Guerin,C,Racine,Alleur,WLG
Octave,J,Hughes,Thisnes,WLG
Isabelle,G,Sirois,Kortrijk,VWV
Lammert,D,Schoone,Lahamaide,WHT
Frédéric,C,Davignon,Zeveneken,VOV
Thomas,O,Bellefeuille,Sautin,WLX
Verrill,V,Bonami,Queue-du-Bois,WLG
Valiant,G,Quiron,Jeneffe,WNA
Jerrold,C,van Melis,Vaux-lez-Rosières,WHT
Fletcher,B,Berthelette,Sint-Maria-Latem,VOV
Roland,O,Achin,Méan,WNA
Merdan,L,Degeling,Averbode,VBR
Nikki,S,Fens,Dohan,WHT
Miles,F,Sies,Emblem,VAN
Mandel,G,Lampron,Herten,VLI
Natalie,S,Brochu,Mazenzele,VBR
Dingenis,K,van Mook,Fraiture,WLG
Roslyn,C,Querry,Holsbeek,VBR
Armand,P,Brobbel,Barvaux-Condroz,WNA
Misja,D,Smid,Saint-Marc,WNA
Turner,N,Lachapelle,Moorsele,VWV
Evertje,S,Immink,Herne,VBR
Joaquin,J,Geenen,Maizeret,WNA
Ogier,A,Cotuand,Fexhe-le-Haut-Clocher,WLG
Étienne,C,van der Werff,Maillen,WNA
Marcelle,T,Fouquet,Huy,WLG
Bonny,S,Bil,Hamont-Achel,VLI
Merle,J,LeBatelier,Impe,VOV
Abraham,S,Spapens,Bonnert,WHT
Paulette,R,Norbert,Vaulx,WHT
Ari,F,van Marle,Brustem,VLI
Amorette,A,Quenneville,Sorinnes,WNA
Nouel,J,Lebel,Wattripont,WHT
Akram,D,Geutjes,Beverst,VLI
Diaz,A,Verschuuren,Bree,VLI
Capucine,F,Tétrault,Bavikhove,VWV
Othman,A,Zuidgeest,Sint-Goriks-Oudenhove,VOV
Kees,D,Damsma,Dadizele,VWV
Pinabel,H,Marseau,Sorée,WNA
Sjirk,M,Faassen,Aubechies,WHT
Zahid,C,Akse,Izel,WHT
Adrienne,A,Bizier,Baardegem,VOV
Ranger,S,Desruisseaux,Vlimmeren,VAN
Lisenka,O,Gaasbeek,Sivry-Rance,WLX
Xamira,R,van der Vlies,Auby-sur-Semois,WHT
Julienne,W,Varieur,Ottergem,VOV
Olivier,G,Harquin,Lillo,VAN
Somer,O,Rancourt,Sart-Dames-Avelines,WBR
Gerrit,A,Karst,Rupelmonde,VOV
Lex,B,Ribbers,Morlanwelz,WHT
Leon,C,Ossenblok,Lavoir,WLG
Dwayne,D,Tijink,Masnuy-St-Jean,WHT
Django,M,Haarman,Sautour,WNA
Denise,A,Chauvet,Genval,WBR
Pascal,A,Compagnon,Montignies-lez-Lens,WHT
Shaina,W,de Bakker,Zandvliet,VAN
Roslyn,B,Foucault,Niel,VAN
Aubin,E,Lamy,Amonines,WHT
Federico,M,Langenbach,Tielrode,VOV
Guillaume,A,Desjardins,Merbes-le-Château,WLX
Hanife,S,Mink,Bovenistier,WLG
Belda,A,Lépicier,Piétrain,WBR
Dexter,M,Therriault,Maffle,WHT
Kyrill,R,Roosendaal,Munte,VOV
Veerle,K,Keskin,Chaudfontaine,WLG
Denis,C,Poirier,Membach,WLG
Ignace,C,Parenteau,Sint-Joris,VWV
Nadège,J,Wiegersma,Bressoux,WLG
Estrella,T,Duits,Tielen,VAN
Thomas,A,Despins,Romershoven,VLI
Adorlee,C,Laprise,Nerem,VLI
Loring,O,Vallée,Rocourt,WLG
Merlin,S,Goulet,Frameries,WHT
Giovanna,A,Bazelmans,Haut-le-Wastia,WNA
Emilia,S,van Kraaij,Eigenbilzen,VLI
Sumner,M,Patenaude,Anzegem,VWV
Tomislav,R,Visee,Nothomb,WHT
Sebastien,A,Schiphorst,Montignies-lez-Lens,WHT
Daisi,B,Gervais,Sint-Denijs-Westrem,VOV
Dielle,J,Laforge,Braives,WLG
Xarles,O,Pariseau,Piètrebais,WBR
Peverell,F,Lespérance,Graty,WHT
Landers,D,Cressac,Oupeye,WLG
Hiltje,T,Fokkema,Othée,WLG
Rosamonde,D,Boulé,Bousval,WBR
Ming,J,Silvius,Plancenoit,WBR
Zacharie,F,Bérard,Ruiselede,VWV
Astolpho,G,Jetté,Elen,VLI
Aris,H,Sleurink,Gemmenich,WLG
Danielle,G,Lamour,Schoenberg,WLG
Dionisius,W,ter Schure,Stembert,WLG
Sohrab,J,Drewes,Faimes,WLG
Susanne,D,Lepage,Castillon,WNA
Ruby,G,Morel,Montroeul-au-Bois,WHT
Elina,D,de Regt,Antwerpen,VAN
Prewitt,G,LeBatelier,Crehen,WLG
Alain,Y,Rotman,Oeren,VWV
Geeta,H,de Wolff,Vedrin,WNA
Archaimbau,C,Richard,Xhendremael,WLG
Blanchefle,B,Lessard,Rance,WLX
Damiaan,M,Klerx,Kemzeke,VOV
Sargent,A,Aucoin,Hannut,WLG
Eugenia,M,Pépin,Aische-en-Refail,WNA
Raşit,N,Looman,Molenbeek-Wersbeek,VBR
Rule,B,Charrette,Ellikom,VLI
Usama,Z,Borst,Sint-Agatha-Berchem,WBR
Chapin,L,Bérubé,Varendonk,VAN
Calandre,E,Bonnet,Landskouter,VOV
Gaspar,F,Ruest,Angre,WHT
Clifford,L,Koelen,Zerkegem,VWV
Aleron,D,Chassé,Krombeke,VWV
Darja,T,Pluimers,Racour,WLG
Lowell,J,Riel,Grandmetz,WHT
Daniëlla,Y,de Vogel,Wangenies,WLX
Christian,H,Gagnon,Monceau-Imbrechies,WLX
Sadé,F,van der Vliet,Antwerpen,VAN
Muammer,N,Streefland,Peer,VLI
Robert,F,Laberge,Nokere,VOV
Yaser,R,Heiligers,Fouleng,WHT
Byron,J,Achin,Pecq,WHT
Neville,C,Legault,Ruiselede,VWV
Cheney,F,Gabriaux,Charneux,WLG
Jaafar,J,Toonen,Snellegem,VWV
Aubert,A,Truchon,Gondregnies,WHT
Xavier,É,Chaloux,Vleteren,VWV
Prunella,J,Bazin,Ebly,WHT
Claire,G,Rochefort,Willaupuis,WHT
Nicky,J,Snippe,Overboelare,VOV
Donatien,A,Blondlot,Destelbergen,VOV
Dominic,A,Chandonnet,Oostnieuwkerke,VWV
Aloysius,T,Bader,Aubechies,WHT
Frank,H,Op 't Hoog,Zellik,VBR
Nikolas,E,Stil,Houtaing,WHT
Jalil,T,Thakoer,Tongre-Saint-Martin,WHT
Vail,É,Poisson,Nassogne,WHT
Andreas,D,Huijbregts,Recht,WLG
Germain,A,Riel,Saive,WLG
Aubrey,S,Bureau,Raeren,WLG
Jorginho,J,Huijs,Surice,WNA
Montague,C,Begin,Berendrecht,VAN
Troy,S,Paulet,Hakendover,VBR
Christof,H,Dijkstra,Kanne,VLI
Gerrald,S,Niehof,Bauffe,WHT
Chantal,G,Monty,Minderhout,VAN
Nando,C,Tepper,Ohain,WBR
Pascaline,O,Savoie,'s Herenelderen,VLI
Arent,C,Poll,Kaaskerke,VWV
Eulalie,B,Théberge,Flémalle-Grande,WLG
Lenie,M,Pol,Asquillies,WHT
Tristan,P,Louis,Léglise,WHT
Jidde,I,Rieken,Montignies-lez-Lens,WHT
Carlien,F,van der Kleij,Froidmont,WHT
Tuğçe,A,Köhler,Wambeek,VBR
Sharifa,W,Raijmakers,Lontzen,WLG
Adrian,A,Heller,Rumbeke,VWV
Vernon,F,Demers,Zemst,VBR
Théodore,C,Mothé,Recht,WLG
Laurette,N,Pouchard,Wortegem,VOV
Marsilius,C,Charpie,Neu-Moresnet,WLG
Albracca,B,Sylvain,Glain,WLG
Éléonore,I,Bonsaint,Habay,WHT
Brand,D,Stegeman,Oret,WNA
Din,C,van Looij,Haut-le-Wastia,WNA
Madelon,I,van Montfoort,Lustin,WNA
Paien,É,Lamothe,Tavier,WLG
Hedda,Z,van der Zwaag,Mourcourt,WHT
Gosse,Y,van Brummelen,Fooz,WLG
Thor,S,Breukel,Gorsem,VLI
Guillaume,A,Houde,Chanly,WHT
Ingmar,G,Verboom,Tilleur,WLG
Azura,N,Monrency,Zelem,VLI
Liane,L,Martineau,Malempré,WHT
Tijmen,L,Kempe,Saint-Léger,WHT
Henry,B,Cinq-Mars,Avennes,WLG
Millicent,X,Pépin,Gelrode,VBR
Desire,O,Pelland,Ranst,VAN
Curtis,A,Mazuret,Cerfontaine,WNA
Thibaut,H,Routhier,Neerhespen,VBR
Marmion,H,Larocque,Villers-Perwin,WLX
Pryor,A,Dumoulin,Chevetogne,WNA
Zen,T,Kooiker,Obigies,WHT
Marien,J,Stapel,Montleban,WHT
Bijou,C,Berkers,Anhée,WNA
Valentine,P,Pariseau,Kortessem,VLI
Rufus,Z,Hooijmaijers,Angreau,WHT
Olympia,O,Rodrigue,Hives,WHT
Yaron,S,Vosman,Moignelée,WNA
Armand,E,Robert,Haaltert,VOV
Kane,A,Kipp,Kessel-Lo,VBR
Hardouin,P,Lalonde,Dilbeek,VBR
Frenky,V,Brinksma,Schoenberg,WLG
Jessamine,O,Barteaux,Hever,VBR
Stevan,R,Schrauwen,Cortil-Noirmont,WBR
Altan,E,Scheepers,Nederboelare,VOV
Kristan,N,Stad,Anzegem,VWV
Jeannine,C,Bouchard,Beveren,VWV
Phillipa,A,Marois,Hever,VBR
Alfred,J,Cinq-Mars,Remagne,WHT
Damyan,J,van Vilsteren,Grand-Leez,WNA
Alberta,S,Straver,Bonheiden,VAN
Broer,M,Verstoep,Bouillon,WHT
Senior,C,Collin,Lesdain,WHT
Emmanuelle,D,Compagnon,Hollange,WHT
Manville,G,Pépin,Denderbelle,VOV
Rabican,J,Clavet,Momalle,WLG
Amon,A,van Oostenbrugge,Fexhe-le-Haut-Clocher,WLG
Stephanus,V,Nieuwendijk,Ochamps,WHT
Tony,C,van den Hoed,Hornu,WHT
Naftali,S,van Middelkoop,Petegem-aan-de-Schelde,VOV
Richard,R,Dupéré,Liège,WLG
Warrane,D,Tisserand,Pesche,WNA
Latimer,A,Tremblay,Graty,WHT
Cheney,R,Thibault,Mons,WHT
Remigius,A,Combee,Welden,VOV
Claude,C,Vadeboncoeur,Evelette,WNA
Pierpont,M,Sirois,Rance,WLX
Stan,R,Toering,Redu,WHT
Gilbert,A,Metivier,Lantin,WLG
Hodan,N,Henstra,Falmagne,WNA
Leila,R,Safi,Huccorgne,WLG
Mayhew,A,Caya,Viersel,VAN
Fjodor,S,Groenestein,Houffalize,WHT
Scoville,M,Labonté,Lathuy,WBR
Scoville,P,Mousseau,Hatrival,WHT
Melle,B,van Roosmalen,Heusden-Zolder,VLI
Brigliador,C,Bazin,Hillegem,VOV
Rule,J,Lalonde,Maasmechelen,VLI
Vanya,M,Zwolsman,Langemark-Poelkapelle,VWV
Nard,J,Wijntjes,Virton,WHT
Boi,L,van der Lee,Meix-le-Tige,WHT
Roelant,G,Tuenter,Overboelare,VOV
Yvon,C,Pinneau,Attre,WHT
Danish,N,van de Merbel,Brussel,WBR
Savanne,C,de Pagter,Herne,VBR
Burkett,J,Caron,Zonnegem,VOV
Bart-Jan,I,Kros,Sinsin,WNA
Cesar,K,Renfurm,Lapscheure,VWV
Nida,A,Joosten,Ocquier,WLG
Natasja,K,de Baar,Haren,VLI
Rosemarije,G,van der Marel,Ezemaal,VBR
Aalt,C,Lemmen,Montzen,WLG
Georgette,C,Begin,Binche,WHT
Ouail,P,Lankhaar,Montzen,WLG
Thibaut,E,Bondy,Tillier,WNA
Grégoire,D,Lamarre,Boëlhe,WLG
Eliot,M,Lacharité,Opdorp,VOV
Farahnaz,J,Aygün,Poupehan,WHT
Orson,V,Déziel,Duisburg,VBR
Zerbino,F,Dumoulin,Falmignoul,WNA
Cas,E,Adriaansen,Loker,VWV
Richard,P,Tessier,Cheratte,WLG
Roch,Y,Dupont,Cambron-Saint-Vincent,WHT
Siu,S,Buijk,Kemmel,VWV
Hossam,L,van Zeeland,Lisogne,WNA
D'Arcy,G,Parenteau,Arquennes,WHT
Shah,M,Speetjens,Nivelles,WBR
Laverne,P,Lafontaine,Montroeul-au-Bois,WHT
Teus,E,Versteege,Oudenburg,VWV
Jelte,F,Leppink,La Glanerie,WHT
Danick,M,Potman,Florennes,WNA
Wytze,A,Wibier,Bovigny,WHT
Vaden,I,Chevrette,Epinois,WHT
Cherise,X,Landheer,Ville-Pommeroeul,WHT
Gaston,C,Lauzier,Kuurne,VWV
Céline,F,Daviau,Morhet,WHT
Orhun,M,Janszen,Odeur,WLG
Auguste,A,Viens,Rijkel,VLI
Luuk,C,Willems,Sint-Kornelis-Horebeke,VOV
Rene,M,Middendorp,Sint-Antelinks,VOV
Fleur,G,Laurent,Freux,WHT
Memet,M,de Looze,Sautour,WNA
Soulaimane,R,Tukker,Sibret,WHT
Josephine,F,ter Laak,Marcinelle,WLX
Elian,G,Compagner,Vieux-Waleffe,WLG
Aubin,P,Bélair,Heverlee,VBR
Giovannie,A,Lagarde,Lahamaide,WHT
Baptiste,D,Lebel,Scherpenheuvel,VBR
Bo,O,Drijfhout,Weillen,WNA
Telford,V,Cotuand,Plombières,WLG
Rune,C,Ozinga,Woesten,VWV
Lothair,C,Mothé,Arbre,WNA
Sargent,J,Gervais,Marche-en-Famenne,WHT
Lyle,A,LeBatelier,Resteigne,WHT
Roelant,K,Bader,Tailles,WHT
Adrien,E,Lagueux,Framont,WHT
Gaspar,C,Vernadeau,Ressegem,VOV
Gregory,H,van Burken,Moxhe,WLG
Rule,G,Larocque,Glabbeek,VBR
Roger,M,Grimard,Nismes,WNA
Leco,U,Wijma,Bellem,VOV
Edmar,S,Witlox,Eksaarde,VOV
Angeliek,R,Pouwels,Clabecq,WBR
Clémence,G,Sciverit,Erezée,WHT
Marc,L,Fecteau,Sint-Baafs-Vijve,VWV
Oliver,C,Guédry,Virelles,WLX
Linus,J,Schook,Wellen,VLI
Artus,H,Chassé,Thisnes,WLG
Gérard,E,de Brisay,Waudrez,WHT
Chad,R,Kasmi,Crupet,WNA
Noël,E,Laramée,Grand-Rosière-Hottomont,WBR
Yvon,A,Thibault,Schelle,VAN
Léon,S,Stellingwerf,Alsemberg,VBR
Percy,F,Gaillard,Chaudfontaine,WLG
Floor,A,Lobbezoo,Battice,WLG
Vachel,G,Lacasse,Webbekom,VBR
Durandana,A,Narcisse,Brussel,WBR
Martin,S,Lavoie,Herentals,VAN
Caroline,C,Daviau,Chapon-Seraing,WLG
Laurent,C,Camus,Peissant,WHT
Sjeng,F,Schakel,Steenkerque,WHT
Raoul,A,Lebel,Vloesberg,WHT
Aarnout,D,Pons,La Roche-en-Ardenne,WHT
Clémence,A,Rivière,Tisselt,VAN
Robinette,G,Chandonnet,Mourcourt,WHT
Legget,N,Margand,Neufchâteau,WLG
Beau,B,Grinwis,Wervik,VWV
Harmpje,B,van Hierden,Merksplas,VAN
Ricardus,Q,van Peer,Nieuwkapelle,VWV
Gilles,R,Pichette,Merbes-Sainte-Marie,WLX
Raymond,D,Cormier,Middelburg,VOV
Brandon,G,Voorwinden,Sart-Bernard,WNA
Somerville,A,Casgrain,Velaine-sur-Sambre,WNA
Jan-Joost,S,Vreeker,Hoeleden,VBR
Cosette,R,Auberjonois,Froidfontaine,WNA
Jhon,J,de Knegt,Ertvelde,VOV
Soufyan,L,Schriemer,Denderbelle,VOV
Yousef,M,Snoeren,Remersdaal,VLI
Izzet,M,van 't Klooster,Dourbes,WNA
Dylan,A,Kerckhoffs,Zichem,VBR
Alphonsine,D,Artois,Loyers,WNA
Artus,C,Langlais,Bredene,VWV
Auguste,M,Vadeboncoeur,Roesbrugge-Haringe,VWV
Roxanne,S,Pelchat,Matagne-la-Petite,WNA
Fanchon,G,Lebrun,Oostham,VLI
Dexter,N,D'Aoust,Leval-Chaudeville,WLX
Rudolfus,F,Schriemer,Westmeerbeek,VAN
Aubin,R,Daoust,Budingen,VBR
Moore,L,Routhier,Menen,VWV
Aman,K,van Vlerken,Zoersel,VAN
Parnella,L,Vadeboncoeur,Houtain-le-Val,WBR
Roman,A,van de Werfhorst,Havinnes,WHT
Aisa,M,Kater,Wandre,WLG
Kees,G,Yavuz,Hamois,WNA
Edmee,D,Descoteaux,Graux,WNA
Ömür,L,Vlasblom,Everbeek,VOV
Mayhew,C,Pinneau,Mesnil-Saint-Blaise,WNA
Laverne,B,Poisson,Bambrugge,VOV
Serge,B,Audet,Meldert,VBR
Vincent,T,Mouet,Bossière,WNA
Audric,C,Mailloux,Pont-à-Celles,WLX
Gradasso,C,Saucier,Lillo,VAN
Steije,S,Werkman,Haasrode,VBR
Mario,Y,Houterman,Wasseiges,WLG
Frans,E,Langeweg,Lamorteau,WHT
Nicky,M,van de Vorst,Lokeren,VOV
Christien,F,LeBatelier,Vlezenbeek,VBR
Genevre,C,Simard,Strijpen,VOV
Guerin,D,Morin,Yernée-Fraineux,WLG
Jessin,R,Wilting,Sint-Kruis-Winkel,VOV
Giuliano,C,van der Brugge,Marcinelle,WLX
Arnou,M,Bordeaux,Moen,VWV
Aize,N,Leeuwenburg,Esneux,WLG
Rien,T,van der Venne,Weerde,VBR
D'Arcy,S,Deserres,Taintignies,WHT
Van,E,Koeleman,Westkerke,VWV
Linsy,A,te Velde,Desselgem,VWV
Moon,K,Ellis,Barbençon,WLX
Millard,C,Paiement,Custinne,WNA
Charlize,J,El Moussaoui,Eugies,WHT
Huon,D,Doyon,Noville-sur-Méhaigne,WNA
Cynthia,M,Verbakel,Bertogne,WHT
Selinay,D,van Raaij,Argenteau,WLG
Delmar,A,Croquetaigne,Sint-Amandsberg,VOV
Archaimbau,B,Morel,Forge-Philippe,WLX
Millicent,C,Mainville,Pollare,VOV
Alain,P,Moreau,Messancy,WHT
Aimée,S,Quenneville,Biercée,WLX
Hugh,L,Gagnon,Tongre-Notre-Dame,WHT
Montana,V,Vroomen,Piringen,VLI
Édith,V,Vernadeau,Sart-Custinne,WNA
Merlin,G,Lagrange,Godarville,WHT
Tiede,N,Kalloe,Grapfontaine,WHT
Ralph,F,Broertjes,Forest,WHT
Édith,O,Hervé,Retie,VAN
Charles,B,Lesage,Huldenberg,VBR
Breunis,V,Goedegebuure,Kaster,VWV
Junaid,G,Beumer,Kraainem,VBR
Guerin,F,Bolduc,Transinne,WHT
Arienne,D,Therriault,Juprelle,WLG
Kassandra,B,van der Haas,Waha,WHT
Gustave,R,Ricard,Lanaye,WLG
Nikola,J,Beckers,Ruien,VOV
Rabican,O,Paquet,Stavele,VWV
Martine,É,Petrie,Adegem,VOV
Abdelhadi,K,Meulman,Brussel,WBR
Saber,F,Mothé,Sart-Eustache,WNA
Eyup,C,Meppelink,Tilff,WLG
Kavish,F,Christ,Lettelingen,WHT
Patrick,M,Vallée,Saint-Germain,WNA
Seymour,N,Proulx,Heks,VLI
Brigitte,I,Pouwels,Gent,VOV
Cloridan,O,LaGrande,Dison,WLG
Bernardus,B,van der Vleuten,Popuelles,WHT
Benjamin,M,Tardif,Koninksem,VLI
Auriville,J,Fresne,Weillen,WNA
Viollette,L,Gaulin,Rosières,WBR
Marcello,A,Kolff,Marchovelette,WNA
Paien,M,Legault,Peissant,WHT
Arnou,P,Bazin,La Reid,WLG
Livia,N,Plantinga,Custinne,WNA
Langley,A,Lussier,Clermont,WNA
Damiane,I,Létourneau,Saint-Germain,WNA
Fletcher,C,Paquin,Chapelle-à-Oie,WHT
Fortun,A,Chesnay,Couthuin,WLG
Telford,C,Trudeau,Roux,WLX
Éléonore,N,Gagnon,Rijmenam,VAN
Seymour,S,Lemelin,Neupré,WLG
Jaïr,C,Thomas,Brecht,VAN
Pierre,C,Labrosse,Spiere-Helkijn,VWV
Abe,M,van Bekkum,Sint-Lievens-Houtem,VOV
Graham,P,de Kleijn,Samart,WNA
Paul,A,D'Aoust,Spalbeek,VLI
Leal,S,Camus,Mellier,WHT
Ahmet,Y,Spooren,Neuville,WNA
Imme,D,van Denderen,Franc-Waret,WNA
Tiziana,G,van Nugteren,Fosse,WLG
Dyanne,D,Wekking,Eppegem,VBR
Serap,M,Korstanje,Couvin,WNA
Willard,E,Dorrestijn,Uitkerke,VWV
Zachary,M,van Gennip,Bilstain,WLG
Corinne,C,Bregman,Kapelle-op-den-Bos,VBR
Eleanor,A,Ouellet,Overpelt,VLI
Anouk,R,Vadeboncoeur,Hemelveerdegem,VOV
Shivan,I,Dönmez,Rienne,WNA
Dominique,J,Ridderhof,Roux-Miroir,WBR
Esmiralda,M,Slump,Ouwegem,VOV
Halit,C,'t Jong,Monstreux,WBR
Hilbert,M,Dijkshoorn,Dilbeek,VBR
Melville,A,Legault,Hertain,WHT
Amber,V,Soucy,Liège,WLG
Nicholas,R,Louis,Rosières,WBR
Imre,J,Dost,Burcht,VAN
Roch,M,Labossière,Kessel,VAN
Soren,E,Phaneuf,Rebaix,WHT
Yasin,K,Kompier,Meerbeke,VOV
Ference,N,Vaandrager,Sprimont,WLG
Burnell,C,Loiselle,Blaasveld,VAN
Senapus,B,Louineaux,Sint-Genesius-Rode,VBR
Vincent,M,Larivière,Redu,WHT
Nikolas,H,Koetsier,Putte,VAN
Anneloes,E,Babel,Baisy-thy,WBR
Kim,M,Leeuwenburg,Nieuwenhove,VOV
Vallis,C,Vaillancour,Menen,VWV
Toussaint,A,Auger,Manage,WHT
Inès,M,Bonami,Zande,VWV
Benedicte,H,Goeman,Alleur,WLG
Laurus,D,van Leeuwen,Mesnil-Eglise,WNA
Mignonette,R,Senneville,Bulskamp,VWV
Sonja,S,de Ruyter,Tessenderlo,VLI
Germain,S,van Winsen,Marcinelle,WLX
Maurice,É,L'Angelier,Familleureux,WHT
Stéphane,F,Quirion,Sint-Pieters-Rode,VBR
Juliana,C,Snelleman,Ciplet,WLG
Matty,A,Celie,Zandvoorde,VWV
Gabor,M,Bijsterveld,Bilstain,WLG
Noam,A,Potma,Lisogne,WNA
Roslyn,V,Rouleau,Burdinne,WLG
Saber,C,Miron,Hanret,WNA
Shairon,Ü,van Tricht,Mornimont,WNA
Clint,L,Luteijn,Zandbergen,VOV
Levy,A,van Deursen,Kaprijke,VOV
Dyonne,I,de Vogel,Pervijze,VWV
Merlin,M,Lavoie,Warsage,WLG
Thalina,D,Sneller,Dalhem,WLG
Agrican,L,Morneau,Chaudfontaine,WLG
Senior,D,Pinette,Linter,VBR
Nuh,J,Siereveld,Gaasbeek,VBR
Mirabelle,D,Despins,Tilly,WBR
Jarod,A,Augustijn,Vaux-sur-Sûre,WHT
Maureen,P,Caisse,Grote-Brogel,VLI
Hugh,M,Lessard,Kapelle-op-den-Bos,VBR
Arian,J,Maurits,Martouzin-Neuville,WNA
Peppin,A,Lacharité,Jumet,WLX
Lisanna,T,Leijssen,Petegem-aan-de-Schelde,VOV
Haico,C,Euverman,Mont-Saint-Aubert,WHT
Gyan,R,Vriend,Namêche,WNA
Denny,C,Jagt,Vlezenbeek,VBR
Yücel,S,Budde,Denée,WNA
Shane,I,Seelen,Dour,WHT
Cloë,B,Arrindell,Zerkegem,VWV
Alessandra,N,Koole,Sibret,WHT
Imro,R,Raadschelders,Stembert,WLG
Audrey,P,Lamarre,Pussemange,WNA
Scoville,Y,Mazuret,Grand-Reng,WLX
Aaldert,F,Hasselbaink,Korbeek-Dijle,VBR
Théodore,Z,Alexandre,Fronville,WHT
Pierpont,P,Vincent,Jemeppe-sur-Meuse,WLG
